Order,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
412,239207,M. Gómez,21,https://cdn.sofifa.org/players/4/19/239207.png,Uruguay,https://cdn.sofifa.org/flags/60.png,80,85,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€20.5M,€25K,1806,Right,1,3,3,Low/ Medium,Stocky,Yes,ST,18,1-Jul-17,,2022,6'1,185lbs,78+2,78+2,78+2,72+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,71+2,66+2,66+2,66+2,71+2,52+2,52+2,52+2,52+2,52+2,49+2,48+2,48+2,48+2,49+2,56,85,81,76,76,76,68,53,58,77,61,65,45,77,53,79,73,71,80,76,65,21,83,60,67,65,35,20,23,7,8,13,12,6,€44.6M
413,235790,K. Havertz,19,https://cdn.sofifa.org/players/4/19/235790.png,Germany,https://cdn.sofifa.org/flags/21.png,80,89,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€22M,€32K,1876,Left,1,5,4,Medium/ Medium,Lean,No,CAM,29,1-Jul-16,,2022,6'2,183lbs,74+2,74+2,74+2,78+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,78+2,74+2,74+2,74+2,78+2,61+2,58+2,58+2,58+2,61+2,58+2,49+2,49+2,49+2,58+2,69,72,65,82,71,81,65,53,73,83,77,86,78,78,71,66,69,73,61,66,40,32,78,83,49,80,28,42,38,6,8,11,10,12,€41.8M
414,235569,T. Ndombele,21,https://cdn.sofifa.org/players/4/19/235569.png,France,https://cdn.sofifa.org/flags/18.png,80,89,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€22.5M,€51K,2096,Right,1,3,4,High/ High,Normal,No,CM,17,1-Jul-18,,2023,5'11,168lbs,72+2,72+2,72+2,77+2,76+2,76+2,76+2,77+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,75+2,76+2,76+2,76+2,75+2,73+2,72+2,72+2,72+2,73+2,67,59,56,82,59,86,67,63,79,84,84,76,83,79,83,80,63,78,78,70,81,73,70,79,60,84,69,73,69,8,10,13,8,7,€47.3M
415,234906,H. Aouar,20,https://cdn.sofifa.org/players/4/19/234906.png,France,https://cdn.sofifa.org/flags/18.png,80,90,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€23.5M,€51K,2048,Right,1,4,4,High/ Medium,Lean,No,LM,8,1-Jul-16,,2023,5'9,154lbs,72+2,72+2,72+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,78+2,78+2,78+2,78+2,72+2,73+2,73+2,73+2,72+2,70+2,65+2,65+2,65+2,70+2,68,72,54,84,68,84,78,59,78,82,79,79,81,78,81,61,61,79,61,67,69,66,73,84,63,82,64,64,63,14,6,11,7,10,€49.4M
416,234153,Carlos Soler,21,https://cdn.sofifa.org/players/4/19/234153.png,Spain,https://cdn.sofifa.org/flags/45.png,80,87,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€21M,€31K,2062,Right,1,4,4,Medium/ Medium,Lean,Yes,RM,8,1-Jul-15,,2021,5'11,168lbs,74+2,74+2,74+2,78+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,73+2,72+2,72+2,72+2,73+2,70+2,64+2,64+2,64+2,70+2,80,74,56,84,66,79,69,82,79,82,75,77,75,80,70,77,59,78,65,73,49,68,77,83,73,76,60,65,56,6,14,7,13,11,€48.3M
417,234035,Odriozola,22,https://cdn.sofifa.org/players/4/19/234035.png,Spain,https://cdn.sofifa.org/flags/45.png,80,88,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€18.5M,€115K,1991,Right,1,3,3,High/ Medium,Lean,Yes,RB,19,5-Jul-18,,2024,5'9,146lbs,65+2,65+2,65+2,71+2,68+2,68+2,68+2,71+2,70+2,70+2,70+2,72+2,71+2,71+2,71+2,72+2,78+2,75+2,75+2,75+2,78+2,78+2,75+2,75+2,75+2,78+2,81,45,73,77,48,69,69,30,70,77,80,82,78,77,79,58,71,80,63,59,63,75,68,63,62,69,83,79,80,11,12,10,5,14,€41.6M
418,230977,M. Almirón,24,https://cdn.sofifa.org/players/4/19/230977.png,Paraguay,https://cdn.sofifa.org/flags/58.png,80,84,Atlanta United,https://cdn.sofifa.org/teams/2/light/112885.png,€19.5M,€11K,1988,Left,1,2,4,High/ High,Lean,Yes,CAM,10,1-Jan-17,,2019,5'9,139lbs,73+2,73+2,73+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,79+2,74+2,74+2,74+2,79+2,68+2,64+2,64+2,64+2,68+2,65+2,54+2,54+2,54+2,65+2,71,74,43,79,75,81,74,70,70,79,90,89,86,79,64,78,46,85,52,73,65,50,74,79,64,76,43,53,49,6,9,13,13,12,€30.7M
419,230347,Welington Dano,30,https://cdn.sofifa.org/players/4/19/230347.png,Brazil,https://cdn.sofifa.org/flags/54.png,80,80,Cruzeiro,https://cdn.sofifa.org/teams/2/light/568.png,€10.5M,€34K,2068,Left,1,4,4,Medium/ Medium,Lean,No,LB,5,1-Jan-18,,2021,5'10,152lbs,67+2,67+2,67+2,74+2,71+2,71+2,71+2,74+2,73+2,73+2,73+2,76+2,75+2,75+2,75+2,76+2,79+2,76+2,76+2,76+2,79+2,78+2,74+2,74+2,74+2,78+2,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81,16,15,15,7,7,€20M
420,230234,Everton Andrão,34,https://cdn.sofifa.org/players/4/19/230234.png,Brazil,https://cdn.sofifa.org/flags/54.png,80,80,Fluminense,https://cdn.sofifa.org/teams/2/light/567.png,€4.5M,€34K,2050,Right,1,4,2,High/ High,Stocky,No,CDM,6,1-Jan-18,,2021,5'10,165lbs,66+2,66+2,66+2,70+2,69+2,69+2,69+2,70+2,71+2,71+2,71+2,72+2,75+2,75+2,75+2,72+2,77+2,78+2,78+2,78+2,77+2,77+2,75+2,75+2,75+2,77+2,75,58,59,78,58,75,48,73,75,77,69,68,78,78,77,72,67,89,71,64,81,79,54,73,61,68,80,81,77,9,9,14,15,8,€8.5M
421,230142,Oyarzabal,21,https://cdn.sofifa.org/players/4/19/230142.png,Spain,https://cdn.sofifa.org/flags/45.png,80,87,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,€21M,€29K,1879,Left,1,3,3,High/ Medium,Lean,Yes,CAM,10,1-Jul-14,,2024,5'11,172lbs,74+2,74+2,74+2,80+2,79+2,79+2,79+2,80+2,79+2,79+2,79+2,79+2,74+2,74+2,74+2,79+2,61+2,58+2,58+2,58+2,61+2,56+2,47+2,47+2,47+2,56+2,81,78,44,80,64,84,69,71,73,85,72,75,70,81,70,73,58,71,59,79,40,29,80,79,52,69,50,32,30,10,6,10,13,11,€48.3M
422,228229,F. Balbuena,26,https://cdn.sofifa.org/players/4/19/228229.png,Paraguay,https://cdn.sofifa.org/flags/58.png,80,83,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,€15.5M,€80K,1667,Right,1,3,2,Medium/ Medium,Normal,No,RCB,4,14-Jul-18,,2021,6'2,187lbs,54+2,54+2,54+2,48+2,51+2,51+2,51+2,48+2,51+2,51+2,51+2,52+2,58+2,58+2,58+2,52+2,67+2,72+2,72+2,72+2,67+2,70+2,78+2,78+2,78+2,70+2,33,31,82,71,24,47,30,34,56,56,56,65,42,77,42,71,73,76,84,34,82,80,27,45,48,74,82,82,76,9,13,15,9,15,€30.6M
423,227536,M. Marega,27,https://cdn.sofifa.org/players/4/19/227536.png,Mali,https://cdn.sofifa.org/flags/126.png,80,80,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€16M,€19K,1923,Right,2,3,2,High/ Medium,Stocky,No,RS,11,25-Jan-16,,2021,6'1,183lbs,78+2,78+2,78+2,71+2,73+2,73+2,73+2,71+2,70+2,70+2,70+2,71+2,64+2,64+2,64+2,71+2,57+2,56+2,56+2,56+2,57+2,56+2,56+2,56+2,56+2,56+2,59,80,81,68,75,62,58,37,52,65,87,88,67,76,50,86,74,91,90,74,88,26,84,65,71,71,51,34,28,14,7,13,11,11,€32M
424,226851,B. Pavard,22,https://cdn.sofifa.org/players/4/19/226851.png,France,https://cdn.sofifa.org/flags/18.png,80,86,VfB Stuttgart,https://cdn.sofifa.org/teams/2/light/36.png,€17.5M,€33K,1965,Right,1,3,3,Medium/ Medium,Lean,No,RB,2,30-Aug-16,,2021,6'1,168lbs,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,67+2,67+2,67+2,68+2,72+2,72+2,72+2,68+2,76+2,78+2,78+2,78+2,76+2,77+2,78+2,78+2,78+2,77+2,66,37,73,78,57,66,58,51,80,77,69,73,68,77,66,60,86,77,74,48,72,84,54,66,51,79,83,80,81,9,7,15,7,15,€33.3M
425,226790,W. Ndidi,21,https://cdn.sofifa.org/players/4/19/226790.png,Nigeria,https://cdn.sofifa.org/flags/133.png,80,85,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€17M,€50K,2086,Right,1,4,3,Medium/ High,Lean,Yes,LDM,25,5-Jan-17,,2024,6'0,163lbs,70+2,70+2,70+2,68+2,70+2,70+2,70+2,68+2,70+2,70+2,70+2,70+2,74+2,74+2,74+2,70+2,76+2,79+2,79+2,79+2,76+2,78+2,81+2,81+2,81+2,78+2,50,50,76,74,66,74,58,58,70,75,73,73,67,79,67,82,90,92,75,74,85,84,67,67,55,74,84,84,83,13,14,7,7,13,€33.6M
426,226753,A. Onana,22,https://cdn.sofifa.org/players/4/19/226753.png,Cameroon,https://cdn.sofifa.org/flags/103.png,80,85,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,€14.5M,€14K,1369,Right,2,3,1,Medium/ Medium,Stocky,No,GK,1,14-Jan-15,,2021,6'2,205lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,20,33,13,26,30,17,26,38,64,62,68,78,53,21,80,39,67,17,29,15,11,62,27,57,12,18,14,83,79,85,75,80,€21.4M
427,226226,G. Lo Celso,22,https://cdn.sofifa.org/players/4/19/226226.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,86,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,€20M,€72K,2105,Left,1,3,3,High/ Medium,Normal,Yes,RCM,20,,Paris Saint-Germain,30-Jun-19,5'9,154lbs,74+2,74+2,74+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,78+2,78+2,78+2,78+2,73+2,72+2,72+2,72+2,73+2,71+2,66+2,66+2,66+2,71+2,75,73,59,81,69,81,82,72,80,82,72,75,81,77,81,79,64,80,67,75,65,65,78,81,60,79,61,67,67,10,7,10,15,14,
428,224334,M. Acuña,26,https://cdn.sofifa.org/players/4/19/224334.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,€12.5M,€16K,2265,Left,2,3,4,Medium/ High,Stocky,No,LB,9,21-Jul-17,,2023,5'8,152lbs,75+2,75+2,75+2,79+2,77+2,77+2,77+2,79+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,80+2,79+2,79+2,79+2,80+2,78+2,77+2,77+2,77+2,78+2,87,65,63,78,68,85,87,78,76,82,79,75,84,76,86,83,69,90,84,84,88,76,75,78,74,86,78,80,75,8,14,13,13,14,€25M
429,224293,Rúben Neves,21,https://cdn.sofifa.org/players/4/19/224293.png,Portugal,https://cdn.sofifa.org/flags/38.png,80,87,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,€20.5M,€59K,2098,Right,2,3,3,Medium/ Medium,Normal,Yes,LCM,5,8-Jul-17,,2023,5'11,176lbs,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,75+2,75+2,75+2,74+2,78+2,78+2,78+2,74+2,74+2,77+2,77+2,77+2,74+2,72+2,71+2,71+2,71+2,72+2,75,61,51,84,74,73,79,83,85,80,64,64,65,77,70,83,68,78,70,83,82,75,61,83,62,83,69,74,69,16,12,10,8,10,€43.1M
430,221639,Mariano,24,https://cdn.sofifa.org/players/4/19/221639.png,Dominican Republic,https://cdn.sofifa.org/flags/207.png,80,85,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€20M,€140K,2041,Right,1,4,3,High/ Medium,Normal,No,ST,7,29-Aug-18,,2023,5'11,168lbs,79+2,79+2,79+2,74+2,76+2,76+2,76+2,74+2,73+2,73+2,73+2,72+2,67+2,67+2,67+2,72+2,59+2,59+2,59+2,59+2,59+2,58+2,58+2,58+2,58+2,58+2,50,81,82,69,70,75,76,76,51,72,84,85,79,82,72,85,92,81,79,82,86,45,79,63,75,68,41,40,34,12,14,6,8,15,€42.5M
431,221540,Raúl,28,https://cdn.sofifa.org/players/4/19/221540.png,Brazil,https://cdn.sofifa.org/flags/54.png,80,80,SC Braga,https://cdn.sofifa.org/teams/2/light/1896.png,€12M,€19K,1830,Left,1,3,2,Medium/ Medium,Normal,No,CB,34,1-Jul-17,,2022,6'2,179lbs,61+2,61+2,61+2,56+2,57+2,57+2,57+2,56+2,58+2,58+2,58+2,58+2,63+2,63+2,63+2,58+2,69+2,73+2,73+2,73+2,69+2,71+2,79+2,79+2,79+2,71+2,56,50,86,68,49,56,37,43,62,60,52,51,59,77,52,67,85,75,85,54,88,81,46,53,51,75,78,82,76,10,9,7,13,12,€24M
432,220477,M. Caldara,24,https://cdn.sofifa.org/players/4/19/220477.png,Italy,https://cdn.sofifa.org/flags/27.png,80,86,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€17.5M,€73K,1647,Right,2,3,2,Medium/ High,Normal,No,CB,33,2-Aug-18,,2023,6'2,176lbs,54+2,54+2,54+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,52+2,55+2,57+2,57+2,57+2,55+2,68+2,71+2,71+2,71+2,68+2,71+2,79+2,79+2,79+2,71+2,34,36,82,63,51,62,20,24,58,63,65,69,58,77,59,38,76,67,79,20,76,82,34,32,30,74,85,84,80,14,9,6,9,5,€33.3M
433,219985,M. Vecino,26,https://cdn.sofifa.org/players/4/19/219985.png,Uruguay,https://cdn.sofifa.org/flags/60.png,80,81,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€14.5M,€63K,2052,Right,2,3,4,High/ High,Lean,No,LM,15,2-Aug-17,,2022,6'2,179lbs,74+2,74+2,74+2,76+2,77+2,77+2,77+2,76+2,78+2,78+2,78+2,78+2,80+2,80+2,80+2,78+2,77+2,78+2,78+2,78+2,77+2,76+2,76+2,76+2,76+2,76+2,71,61,75,83,62,84,64,58,79,84,74,69,66,83,56,78,67,81,75,77,72,76,74,81,56,81,76,77,73,4,4,4,4,4,€25.7M
434,219809,T. Bakayoko,23,https://cdn.sofifa.org/players/4/19/219809.png,France,https://cdn.sofifa.org/flags/18.png,80,85,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€17M,€85K,1928,Right,2,3,3,Medium/ Medium,Lean,Yes,LCM,14,,Chelsea,30-Jun-19,6'2,187lbs,63+2,63+2,63+2,66+2,67+2,67+2,67+2,66+2,69+2,69+2,69+2,69+2,74+2,74+2,74+2,69+2,74+2,78+2,78+2,78+2,74+2,75+2,78+2,78+2,78+2,75+2,55,37,71,78,36,76,51,37,75,77,67,69,64,74,57,72,76,83,80,50,87,80,60,73,45,68,71,84,82,11,15,11,14,10,
435,218339,M. Dahoud,22,https://cdn.sofifa.org/players/4/19/218339.png,Germany,https://cdn.sofifa.org/flags/21.png,80,86,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€20M,€50K,2052,Right,2,4,4,High/ High,Lean,No,CM,19,1-Jul-17,,2022,5'10,150lbs,69+2,69+2,69+2,76+2,75+2,75+2,75+2,76+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,77+2,74+2,75+2,75+2,75+2,74+2,71+2,66+2,66+2,66+2,71+2,67,60,43,83,59,85,68,53,78,83,78,67,87,79,84,83,76,89,58,78,68,76,66,81,55,60,72,64,59,14,7,9,12,11,€38M
436,216547,Rafa,25,https://cdn.sofifa.org/players/4/19/216547.png,Portugal,https://cdn.sofifa.org/flags/38.png,80,83,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,€18.5M,€17K,1886,Right,2,4,4,High/ Medium,Lean,No,RW,27,31-Aug-16,,2021,5'8,146lbs,72+2,72+2,72+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,79+2,72+2,72+2,72+2,79+2,63+2,56+2,56+2,56+2,63+2,59+2,44+2,44+2,44+2,59+2,77,66,46,75,64,86,76,56,64,84,91,93,88,80,89,75,58,78,40,61,41,43,78,75,59,77,23,38,31,9,11,11,12,8,€38.4M
437,215785,K. Baldé,23,https://cdn.sofifa.org/players/4/19/215785.png,Senegal,https://cdn.sofifa.org/flags/136.png,80,85,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€20M,€65K,1921,Right,2,4,4,High/ Low,Normal,Yes,RM,11,,AS Monaco,30-Jun-19,5'11,176lbs,77+2,77+2,77+2,80+2,79+2,79+2,79+2,80+2,78+2,78+2,78+2,79+2,70+2,70+2,70+2,79+2,59+2,54+2,54+2,54+2,59+2,55+2,46+2,46+2,46+2,55+2,75,78,58,76,68,83,70,52,64,85,92,92,82,76,78,78,67,73,76,74,54,31,77,72,60,79,17,29,28,12,8,13,8,15,
438,215316,G. Rulli,26,https://cdn.sofifa.org/players/4/19/215316.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,85,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,€14M,€26K,1264,Right,3,3,1,Medium/ Medium,Lean,Yes,GK,23,1-Jan-17,,2022,6'2,185lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,12,32,16,14,19,20,23,15,54,48,58,76,50,24,65,42,73,17,26,21,12,58,24,61,15,13,17,83,76,74,77,83,€30.5M
439,214584,F. Armani,31,https://cdn.sofifa.org/players/4/19/214584.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,€9M,€22K,1224,Right,1,2,1,Medium/ Medium,Normal,No,GK,1,12-Jan-18,,2022,6'2,194lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,19,34,18,19,14,16,21,29,40,40,40,79,34,25,65,28,82,17,35,21,18,55,20,48,10,13,18,79,74,69,79,84,€12.6M
440,212692,Rony Lopes,22,https://cdn.sofifa.org/players/4/19/212692.png,Portugal,https://cdn.sofifa.org/flags/38.png,80,85,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,€20M,€65K,1878,Left,2,3,4,High/ Medium,Stocky,No,RM,7,28-Aug-15,,2022,5'9,150lbs,73+2,73+2,73+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,78+2,72+2,72+2,72+2,78+2,58+2,54+2,54+2,54+2,58+2,53+2,41+2,41+2,41+2,53+2,78,79,38,79,56,82,76,74,72,81,83,76,84,78,86,76,51,70,56,74,39,29,78,77,65,74,30,28,27,11,10,12,12,11,€39.5M
441,212623,Santi Mina,22,https://cdn.sofifa.org/players/4/19/212623.png,Spain,https://cdn.sofifa.org/flags/45.png,80,85,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€20M,€40K,2017,Right,1,4,3,High/ Medium,Normal,Yes,LS,22,4-Jul-15,,2021,5'11,170lbs,78+2,78+2,78+2,77+2,77+2,77+2,77+2,77+2,75+2,75+2,75+2,76+2,70+2,70+2,70+2,76+2,65+2,62+2,62+2,62+2,65+2,63+2,60+2,60+2,60+2,63+2,73,82,76,69,70,81,69,55,65,80,77,81,78,80,75,78,74,75,73,74,69,52,82,65,67,69,48,46,49,9,8,14,8,15,€43.5M
442,211748,K. Demirbay,24,https://cdn.sofifa.org/players/4/19/211748.png,Germany,https://cdn.sofifa.org/flags/21.png,80,84,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,€19.5M,€37K,2074,Left,2,4,4,Medium/ Medium,Lean,No,RCM,10,13-Jul-16,,2022,6'0,159lbs,72+2,72+2,72+2,77+2,77+2,77+2,77+2,77+2,79+2,79+2,79+2,77+2,78+2,78+2,78+2,77+2,69+2,70+2,70+2,70+2,69+2,66+2,62+2,62+2,62+2,66+2,72,72,46,82,59,82,85,80,80,84,67,67,77,81,77,75,72,74,67,75,69,57,78,81,70,77,65,59,53,14,15,11,14,14,€34.6M
443,211688,Gayà,23,https://cdn.sofifa.org/players/4/19/211688.png,Spain,https://cdn.sofifa.org/flags/45.png,80,85,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€16.5M,€33K,2060,Left,2,3,3,High/ Medium,Lean,Yes,LB,3,13-Sep-12,,2023,5'8,146lbs,69+2,69+2,69+2,77+2,74+2,74+2,74+2,77+2,76+2,76+2,76+2,78+2,76+2,76+2,76+2,78+2,79+2,76+2,76+2,76+2,79+2,78+2,72+2,72+2,72+2,78+2,82,61,52,81,58,77,80,49,75,81,86,87,79,82,83,62,54,83,61,59,73,74,74,72,52,67,72,78,80,13,10,9,12,9,€35.9M
444,211575,André Gomes,24,https://cdn.sofifa.org/players/4/19/211575.png,Portugal,https://cdn.sofifa.org/flags/38.png,80,85,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€19.5M,€130K,2065,Right,3,4,4,Medium/ Medium,Normal,Yes,LDM,8,,FC Barcelona,30-Jun-19,6'2,185lbs,73+3,73+3,73+3,73+3,75+3,75+3,75+3,73+3,76+3,76+3,76+3,74+3,78+3,78+3,78+3,74+3,72+3,77+3,77+3,77+3,72+3,71+3,74+3,74+3,74+3,71+3,61,65,69,82,63,80,82,67,81,78,68,62,67,77,64,80,58,76,86,71,81,74,74,81,55,78,75,75,64,12,9,6,14,8,
445,211256,N. Tagliafico,25,https://cdn.sofifa.org/players/4/19/211256.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,82,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,€15M,€20K,2025,Left,2,2,3,High/ Medium,Normal,No,LB,3,5-Jan-18,,2022,5'7,143lbs,68+2,68+2,68+2,72+2,70+2,70+2,70+2,72+2,70+2,70+2,70+2,74+2,71+2,71+2,71+2,74+2,78+2,75+2,75+2,75+2,78+2,78+2,75+2,75+2,75+2,78+2,75,57,73,75,38,74,61,40,67,74,85,86,79,75,79,66,90,91,63,44,78,77,67,68,46,73,78,78,78,13,9,10,15,16,€22.1M
446,210896,M. Sanson,23,https://cdn.sofifa.org/players/4/19/210896.png,France,https://cdn.sofifa.org/flags/18.png,80,85,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,€19.5M,€47K,2169,Right,2,4,4,Medium/ Medium,Normal,Yes,RDM,8,17-Jan-17,,2021,5'11,161lbs,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,78+2,76+2,77+2,77+2,77+2,76+2,76+2,74+2,74+2,74+2,76+2,78,74,69,80,70,77,75,70,84,79,77,74,79,80,69,79,75,79,76,73,72,77,77,82,68,75,71,73,76,6,16,16,9,9,€38.5M
447,209960,Pacheco,26,https://cdn.sofifa.org/players/4/19/209960.png,Spain,https://cdn.sofifa.org/flags/45.png,80,83,Deportivo Alavés,https://cdn.sofifa.org/teams/2/light/463.png,€13M,€23K,1239,Left,1,2,1,Medium/ Medium,Normal,Yes,GK,1,7-Aug-15,,2020,6'1,179lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,10,24,13,13,20,20,27,14,48,42,62,77,51,21,72,43,72,15,27,26,14,45,23,59,17,16,13,79,77,68,81,81,€28.3M
448,208333,E. Can,24,https://cdn.sofifa.org/players/4/19/208333.png,Germany,https://cdn.sofifa.org/flags/21.png,80,85,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€19.5M,€91K,2153,Right,2,4,3,High/ High,Normal,Yes,CM,23,1-Jul-18,,2022,6'0,181lbs,73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,76+2,76+2,76+2,75+2,79+2,79+2,79+2,75+2,78+2,81+2,81+2,81+2,78+2,78+2,80+2,80+2,80+2,78+2,70,60,72,81,61,76,68,65,80,81,69,73,73,78,71,81,76,85,83,75,85,81,73,79,60,74,82,81,80,14,8,8,13,11,€33.6M
449,208128,H. Çalhanoğlu,24,https://cdn.sofifa.org/players/4/19/208128.png,Turkey,https://cdn.sofifa.org/flags/48.png,80,84,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€19.5M,€89K,2085,Right,3,4,4,Medium/ Medium,Normal,Yes,CAM,10,3-Jul-17,,2021,5'10,168lbs,73+3,73+3,73+3,79+3,78+3,78+3,78+3,79+3,80+3,80+3,80+3,79+3,78+3,78+3,78+3,79+3,71+3,70+3,70+3,70+3,71+3,68+3,60+3,60+3,60+3,68+3,81,65,53,83,77,85,92,90,80,86,73,69,78,78,77,86,46,76,54,88,57,61,75,80,71,78,62,56,56,9,14,11,6,10,€34.6M
450,207862,M. Ginter,24,https://cdn.sofifa.org/players/4/19/207862.png,Germany,https://cdn.sofifa.org/flags/21.png,80,82,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,€15.5M,€28K,1901,Right,2,3,2,Medium/ Medium,Normal,No,RWB,4,4-Jul-17,,2021,6'2,183lbs,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,66+2,70+2,70+2,70+2,66+2,74+2,76+2,76+2,76+2,74+2,75+2,79+2,79+2,79+2,75+2,68,55,85,75,53,62,44,42,70,72,55,69,55,79,49,74,65,74,81,46,69,80,55,68,67,71,82,84,77,12,10,6,8,10,€27.5M
451,207599,M. Keane,25,https://cdn.sofifa.org/players/4/19/207599.png,England,https://cdn.sofifa.org/flags/14.png,80,83,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€15.5M,€88K,1828,Right,2,3,2,Medium/ High,Normal,Yes,RCB,4,3-Jul-17,,2022,6'3,181lbs,59+2,59+2,59+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,61+2,65+2,65+2,65+2,61+2,71+2,74+2,74+2,74+2,71+2,73+2,78+2,78+2,78+2,73+2,60,50,81,71,40,66,53,33,69,69,58,65,59,75,62,58,82,68,85,46,68,80,29,56,48,73,79,82,80,16,7,8,14,11,€30.6M
452,207439,L. Paredes,24,https://cdn.sofifa.org/players/4/19/207439.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,85,,https://cdn.sofifa.org/flags/52.png,€ 0,€ 0,2122,Right,2,4,4,Medium/ Medium,Normal,No,CM,5,,,,5'11,165lbs,71+2,71+2,71+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,76+2,79+2,79+2,79+2,76+2,75+2,77+2,77+2,77+2,75+2,74+2,72+2,72+2,72+2,74+2,76,55,60,84,73,78,79,78,82,82,75,69,77,74,77,82,61,79,69,80,79,72,74,82,57,74,73,75,72,9,14,6,9,10,
